Headline,Actual Tag,Predicted Tag
"ક્યારેક સ્કૂટર પર સામાન વેંચતા હતા આ બંને મિત્ર, આજે 1 લાખ કરોડમાં વેચાઈ છે કંપની!",Business,Business
"શૅરબજારની તેજી પર બ્રેક, નિફ્ટી 10550ની નીચે",Business,Business
એક્સ બિગ બોસ કન્ટેસ્ટન્ટે ઇન્સ્ટાગ્રામ પર શેર કરી આવી બોલ્ડ તસવીર,Entertainment,Entertainment
"સલમાનને રાહત કે જેલ, બુધવારે કાળિયાર શિકાર મામલે નિર્ણય",Entertainment,Entertainment
"આ TV એક્ટ્રેસ આગળ ફેઇલ છે ઘણી હીરોઇન, PHOTOSમાં જુઓ તેનો સુપર ગ્લેમર્સ અવતાર",Entertainment,Entertainment
ખિસ્સાને પરવડે એટલી કિંમતમાં ખરીદો Vivoનો આ સ્માર્ટફોન,Tech,Tech
"ઘણું જ મજેદાર છે 'વિરે દી વેડિંગ'નું ટ્રેલર, જુઓ VIDEO",Entertainment,Entertainment
"માચિસની સળીથી ચોરોએ આ રીતે ATM કર્યું હેક, જોઇને રહી જશો દંગ",Tech,Entertainment
45 લાખ લીટર દૂધ સંપાદન કરી બનાસડેરીએ એશિયામાં પ્રથમ સ્થાન મેળવ્યું,Business,Entertainment
"તહેવાર પહેલા એમેઝોન-ફ્લિપકાર્ટની ભેટ, ખરીદી પર મળશે બમ્પર છૂટ",Business,Business
"કઠુઆ રેપ: બોલિવૂડ થયુ એક કહ્યું, 'બેટી બચાઓ બળાત્કારી નહીં'",Entertainment,Entertainment
PHOTOS: ફિલ્મોથી દૂર અમિષા પટેલ જાણે છે ચર્ચામાં રહેવાનાં નુસખો,Entertainment,Entertainment
"Fortunerને ટક્કર આપવા આવી રહી છે Mahindra Alturas, જુઓ આકર્ષક લૂક",Tech,Tech
"JOBS: રેલ્વેમાં શરૂ થઈ છે 9739 પદ માટે ભર્તી, 30 જૂન પહેલા કરો APPLY",Business,Business
"રિલાયન્સ જિયોની પેમેન્ટ બેંક શરૂ, ઘરે બેઠા આ લાભો મળશે",Business,Business
"Modified Balenoમાં લેમ્બોર્ગિની કારની જેમ ખુલશે દરવાજા, જુઓ આકર્ષક લૂક",Tech,Business
"વૉટ્સએપ યુઝર્સ માટે એક સારા સમાચાર, મેસેજ હવે બુકમાર્ક કરી શકાશે",Business,Tech
Photos: પૂનમ પાંડેનાં નવાં ફોટોશૂટની તસવીરો આવી સામે...!,Entertainment,Entertainment
ફેશન રેમ્પ પર એક્સ બોયફ્રેન્ડ રણબીર કપૂર સાથે બ્લશ કરતી જોવા મળી દીપિકા પાદુકોણ,Entertainment,Entertainment
પ્રિયંકા ચોપરા અને નિક જોનસનાં લગ્નમાં શામેલ થશે આ 'શાહી મહેમાન',Entertainment,Entertainment
WhatsApp આવશે એવું નવું ફીચર જે તમને જરા પણ નહીં ગમે!,Tech,Tech
"પ્રધાનમંત્રી મુદ્રા યોજનાથી 11 હજાર કરોડ ડૂબ્યા, બેંકો દેવાળું ફૂંકે તેવી RBIને ભીતિ",Business,Business
"LICની 'જીવન શાંતિ' પોલિસી: વર્ષે મળશે 2,10,000નું પેન્શન, સમજો આખુ ગણિત",Business,Business
"Jioની દિવાળી ઓફર, Freeમાં મળી રહ્યો છે 10GB સુધી ડેટા",Business,Tech
પ્લાસ્ટિક કે  PVC આધાર કાર્ડ વાપરનારા થઈ જાવ સાવધાન!,Business,Business
"અવોર્ડ ફંક્શનમાં ટ્રાન્સપરન્ટ ડ્રેસ પહેરીને આવી ટીવીની આ વહુ, જુઓ હોટ તસવીર",Entertainment,Entertainment
"દીપિકા-રણવીરના લગ્નની તસવીરો આવી સામે, બોટમાં આવ્યાં મહેમાનો",Entertainment,Entertainment
"ઇન્દોરમાં સલમાનના વડવાઓના બંગલે સન્નાટો, ચુકાદા બાદ ગમનો માહોલ",Entertainment,Entertainment
"પીએમ મોદી બાયોપિક: ફિલ્મમાં આવા દેખાશે 'જશોદાબેન', ફર્સ્ટ લુક",Entertainment,Entertainment
આ દિવસે રિલીઝ થશે રજનીકાંતની '2.o'નું ધમાકેદાર Teaser,Entertainment,Entertainment
"BIG Bને જોઈને ફિલ્મોમાં આવી આ એક્ટ્રેસ, સલમાન પણ છે તેના ફેન",Entertainment,Entertainment
તમારી ફિંગરપ્રિન્ટને ઓળખીને જ ખૂલશે WhatsApp,Tech,Tech
"ઇંધણની કિંમતોમાં ત્રીજા દિવસે પણ રાહત, જાણો આજના પેટ્રોલ-ડીઝલના ભાવ",Business,Business
"એક વાર ચાર્જ કર્યા બાદ 60 કલાક સુધી ચાલશે Motorola G7 Power, 14 હજારથી ઓછી છે કિંમત",Tech,Tech
"માત્ર 59 મિનિટમાં મળશે રૂ.1 કરોડની લોન; બીજી નવેમ્બરથી જ, જાણો કેવી રીતે?",Business,Business
1 ફેબ્રુઆરીથી લાગુ થશે TV જોવાનો નવો નિયમ! જાણો- તમામ પ્રશ્નના જવાબ,Business,Business
"આવા ખેડુતોને નહીં મળે 6000 રુપિયાની સહાય, ક્યાંક તમે તો નથીને આમા?",Business,Tech
Hyundaiની આ ગાડીઓ પર મળી રહ્યું છે 90000 રુપિયા સુધી ડિસ્કાઉન્ટ,Tech,Tech
‘સત્યમેવ જયતે’ બાદ આનંદે ‘બત્તી ગુલ મીટર ચાલૂ’ ના મેળવ્યા થિએટ્રિકલ અધિકાર,Entertainment,Business
"MWCમાં શિયોમીએ લોન્ચ કર્યો સૌથી સસ્તો 5G સ્માર્ટફોન, જાણો ખાસિયત",Tech,Business
"આ એકટ્રેસે બુરખાની અંદર પહેરી બિકિની, ફેન્સને આપ્યો જવાબ",Entertainment,Entertainment
"સોનાલીના ફેન્સ માટે ખુશખબરી, તસવીર શેર કરી આપી જાણકારી",Entertainment,Entertainment
"લગ્નના જોડામાં હતી સપના, ભાઈની શહીદીના આવ્યા સમાચાર! VIDEO VIRAL",Entertainment,Entertainment
પ્રિયંકાને પાછળ છોડીને દીપિકા નીકળી આ વાતમાં આગળ,Entertainment,Entertainment
"સસ્તો થઇ ગયો Samsungનો આ શ્રેષ્ઠ સ્માર્ટફોન, 5 હજારથી પણ વધારે થયો ઘટાડો",Tech,Tech
"હોલિવૂડ ફિલ્મ 'ધ નન'ની રેકોર્ડ બ્રેક કમાણી, પહેલા અઠવાડિયે કમાયા 943.2 કરોડ રૂપિયા",Entertainment,Entertainment
"કેન્સરની સારવાર કરાવી પરત ફરી સોનાલી, બોલી 'હજુ જંગ બાકી છે'",Entertainment,Entertainment
"આઇટીએ નોટિસ ફટકારી, મોચીએ કહ્યુ જીંદગીમાં નથી જોઇ 10 લાખની રકમ",Business,Business
"માત્ર રુ. 979માં પ્લેનમાં કરો મુસાફરી, આ એરલાઇન આપે છે તક",Business,Tech
"મર્સિડિઝ-BMW છોડો, સવા લાખમાં આ કાર બુક કરાવો, નહીં લાગે પેટ્રોલ-ડિઝલનો ખર્ચ",Tech,Tech
"ક્યારેક ટ્યૂશન કરી ગુજરાન ચલાવતો, આજે તેની કંપની 850 કરોડમાં ખરીદાઇ",Business,Business
"સોનમ કપૂરની મહેંદીની રસમ પૂરી, જુઓ બોલિવૂડનો સ્વેગ",Entertainment,Entertainment
બી-ટાઉનની કાજોલ અને જૈકલીન અડધી રાત્રે ક્યાં જઇ રહી છે?,Entertainment,Entertainment
નશાની હાલતમાં બાથટબમાં ડૂબી જવાથી થયું હતું શ્રીદેવીનું મોતઃ PM રિપોર્ટ,Entertainment,Entertainment
"ટીવીની આ સંસ્કારી બહૂએ શેર કરી સેક્સી ફોટો, સોશિયલ મીડિયા પર મચી ખલબલી",Entertainment,Entertainment
LFW:'ઈન આંખો કી મસ્તી'ના ગીત પર કર્યું સુસ્મિતાએ રેમ્પ વોક,Entertainment,Entertainment
"2018ને માત્ર 8 દિવસ જ પુરા થયા, ત્યારે જાણો ગૂગલ પર શું વધારે સર્ચ કરવામાં આવ્યું?",Tech,Tech
OMG...આ શું હાલ કરી બેઠો છે હૃતિક રોશન!,Entertainment,Business
7 સીટર વેગનઆર સહિતની આ ત્રણ કાર ભારતમાં લોન્ચ નહીં કરે મારુતિ સુઝુકી,Business,Tech
લોન્ચ પહેલા જ Redmi 5 અને  Redmi 5 Plusના ફિચર્સ થયા લીક,Tech,Tech
"ભૂલથી બદલાઈ ગયું ઈન્‍સ્ટાગ્રામનું આ ફીચર, લોકાએ આવી રીતે ઠાલવ્યો ગુસ્સો",Tech,Tech
2019ની લોકસભાની ચૂંટણી લડવાની એક્ટર પ્રકાશ રાજની જાહેરાત,Entertainment,Entertainment
"ફાર્મસ્યૂટિકલ કંપની મંજૂરી વિના નહીં વેચી શકે દવા, કેન્દ્ર સરકાર લેશે એકશન",Business,Business
ખાંડ બજારમાં આવેલી મંદીથી ખેડૂતો માથે દેવાનો બોજ,Business,Business
"ગૃહિણીઓ આનંદો,તહેવારોમાં સસ્તુ મળશે સિંગતેલ, ડબ્બે 150 સુધીના ભાવ ઘટ્યા",Business,Business
એવું શું થયું હતું કે શ્રીદેવીએ બહેન સાથે બોલવાનું કરી દીધું હતું બંધ?,Entertainment,Entertainment
"કોઈ પણ ગેરંટી વગર તમારા ખાતામાં આવી જશે રૂ. 10000, કરવું પડશે આ કામ",Business,Business
'ભારત'માં સલમાન સાથે જોવા મળશે આ હસીના,Entertainment,Entertainment
"PHOTOS: બ્લૂ શર્ટમાં જામ્યો સલમાન ખાન, એરપોર્ટ પર જોવા મળ્યો 'દબંગ' અંદાજ",Entertainment,Entertainment
ટૂંક સમયમાં GOOD NEWS લઇને આવી રહી છે તૈમૂરની મમ્મી!,Entertainment,Entertainment
દીપિકા પાદુકોણના મમ્મી-પપ્પા અને બહેન વિશે કેટલું જાણો છો તમે?,Entertainment,Entertainment
અગામી અઠવાડીયાથી WhatsAppથી પણ મોકલી શકશો પૈસા,Tech,Tech
"ધોની બાદ હવે આ ખેલાડી પર બનવા જઈ રહી છે ફિલ્મ, એક્ટર પર સસ્પેન્સ અકબંધ",Entertainment,Entertainment
બે વધારાના પેટ્રોલિયમ ભંડારો બનાવવા માટે કેબિનેટની લીલી ઝંડી,Business,Business
"""Total Dhamaal"" ફિલ્મનું નવું પોસ્ટર રિલીઝ, જંગલમાં નજર આવ્યાં કલાકાર",Entertainment,Entertainment
"મુન્ની બાદ હવે હોટ 'પટાખા' બનીને ઠુમકા લગાવતી નજર આવી મલાઇકા અરોરા, જુઓ Teaser",Entertainment,Entertainment
"બજેટ 2017: નાણામંત્રી ખેડૂતો પર આફરીન, શું છે મહત્વની જોગવાઇ? જાણો",Business,Business
"LIC પોલીસીના ડોક્યુમેન્ટ ખોવાઈ જાય તો શું કરવું, જાણીએ કામની વાત",Business,Business
"આ ટીવી એક્ટ્રેસને કરવા છે કરણ જોહર સાથે લગ્ન, સંભાળવા છે તેનાં બે બાળકો",Entertainment,Entertainment
મોઘવારીનો મારઃ ગેસ સિલેન્ડરના ભાવમાં વધારો,Business,Business
"સસ્તી દાળ માટે હજુ રાહ જોવી પડશે!,સરકારની બેઠક બાદ પ્રતિકિલો 30 રૂપિયાના ઘટાડાના સંકેત",Business,Business
"અમિતાભથી બદલો લેશે શાહરૂખ, ટ્વિટ કરી કહ્યું- તૈયાર રહેજો",Entertainment,Entertainment
"સેન્સેક્સમાં 25 પૉઇન્ટનો ઘટાડો, નિફ્ટી 10380ની પાસે",Business,Business
"માએ ઉઠાવ્યો રામણ દીવો તો બહેને વગાડી લૂણ, જુઓ આકાશ અંબાણીના લગ્નની ખાસ તસવીરો",Entertainment,Entertainment
PF એકાઉન્ટ તમને બનાવી શકે છે કરોડપતિ!,Business,Business
"ખુદ સાજીદે કબૂલ્યું હતું, 'મેં મહિલાઓને છેતરી છે, ખરાબ રીતે ટ્રીટ કરી છે'",Entertainment,Entertainment
Video: જાહ્નવી કરી રહી છે જીદ પણ ઇશાન કરી રહ્યો છે નજર અંદાજ,Entertainment,Entertainment
એક iPhone વેચીને એપલ અધધ.. રૂપિયાની કરે છે કમાણી,Tech,Tech
"સોનમને કંગનાનો જડબાતોડ જવાબ, 'તે ન તો સારી એક્ટ્રેસ, ન તો સારી વક્તા'",Entertainment,Entertainment
"સુરતથી દિલ્હી હવે દરરોજ સાંજે ફ્લાઇટ, માત્ર રૂ.4500માં મુસાફરી",Business,Business
"VIDEO:પંડિત પર ભડકી પ્રિયંકા ચોપારા, યોજાયો હતો સ્વયંવર",Entertainment,Entertainment
"નોટબંધી બીગ ડિબેટમાં પ્રજાએ પુછ્યા અણીયારા સવાલ, જુઓ વીડિયો",Business,Business
"ટીવીની આ સંસ્કારી વહુએ રિયલ લાઈફમાં લીધો બોલ્ડ અવતાર, જુઓ Pics",Entertainment,Entertainment
સંસ્કારી અંગૂરી ભાભીનો આ હોટ અંદાજ જોઇને ઉડી જશે હોશ,Entertainment,Entertainment
વિદેશી કંપની વીવો આપશે 25 હજાર ભારતીય યુવાઓને રોજગાર,Business,Business
રણબીરનું નામ લેતા જ શા માટે ગુસ્સો કરે છે ઋષિ કપૂર!,Entertainment,Entertainment
"Jio 4G,પીએમ મોદી અને સૌરાષ્ટ્ર અંગે મુકેશ અંબાણીએ શું કહ્યુંઃજુવો વીડિયો",Business,Business
"પનામા પેપર્સ લીક: વડોદરાના મહારાણી,રાજકોટના નામાકિંત વ્યક્તિઓના નામ",Business,Entertainment
"PNB સાથે ગાંધી, નહેરૂ અને શાસ્ત્રી કનેક્શન!",Business,Business
નોટબંધીના 100 દિવસ બાદ આરબીઆઇ ગવર્નર ઉર્જિત પટેલે શું કહ્યું? જુઓ એક્સક્લુસિવ ઇન્ટરવ્યૂ,Business,Business
"મીનિટોમાં Out Of Stock થયો શાઓમીનો ફોન Redmi Note 5, Note 5 pro",Tech,Tech
"આમિરે દીકરી સાથે મુકી તસવીર, લોકોએ કહ્યું- મુસ્લિમ છો શરમ કરો!",Entertainment,Entertainment
Cute Pics: મોમ મીરા રાજપૂત સાથે પ્લે હાઉસ ચાલી મિશા કપૂર,Entertainment,Entertainment
"3 લાખની છે ત્રણ ટાયરવાળી આ સૌથી અનોખી ઈલેક્ટ્રીક કાર, આ વર્ષે જ ખરીદી શકશો",Tech,Tech
"KTM 200 Duke ABS ભારતમાં લોન્ચ, ખૂબ ઓછી કિંમતમાં મળશે આ બાઇક",Tech,Tech
બેરોજગારો માટે ખુશખબર! ટૂંક સમયમાં 1 લાખ લોકોને Job આપશે સરકારી બેંક,Business,Business
TRAIના નવા ટેરિફથી ટીવી જોવાનો ખર્ચ 25% વધી શકે છે : રિપોર્ટ,Business,Entertainment
ફોનમાંથી contacts ડિલિટ થઇ જાય તો આવી રીતે  GMAILથી કરો રિકવર,Tech,Tech
"તો થઇ જાવ તૈયાર, આવનારા વર્ષોમાં આ ટેક્નોલોજીથી થઇ જશે તમારું 'જીવન સ્માર્ટ'",Tech,Tech
"કોઈની બોડી તો કોઈની સ્માઈલ પર છોકરીઓ ફીદા, 2018ના 'મોસ્ટ એલિજિબલ બેચલર્સ'",Entertainment,Entertainment
"10 હજાર રૂપિયાથી પણ ઓછામાં મળશે બ્રાન્ડેડ smart LED TV,આજે અંતિમ તક",Tech,Tech
"Steelbirdએ લોન્ચ કર્યુ અનોખું હેલમેટ, દિવસ અને રાત્રે બદલી જાય છે કલર",Tech,Business
"102 નોટ આઉટ: મૂવી ડેટ પર નિકળ્યા અભિ-એશ, પણ સાથે આ સ્પેશિયલ વ્યક્તિ કોણ છે?",Entertainment,Entertainment
"દેવાળિયા વિજય માલ્યાએ કિંગફિશર કેલેન્ડર માટે પાણીની જેમ વહાવ્યો પૈસો, જુઓ તસવીરો",Entertainment,Business
PHOTOS: જ્યારે EX બિગ બોસ  બોલ્ડ બ્યૂટિએ  બિકિની પહેરી પાણીમાં ઉતરી...,Entertainment,Entertainment
જોહરા સહગલ: 97 વર્ષની ઉંમરે કહ્યું હતું- સેક્સ માણવાં ઇચ્છુ છુ,Entertainment,Entertainment
"બે વખત ફેઈલ, પછી આ IDEAથી બનાવી અત્યારે 3000 કરોડની કંપની",Business,Business
"એક ડિવાઇસના પ્રેમમાં પડ્યું એક વર્ષનું બાળક, મોમ-ડેડ બોલ્યા પહેલા લીધું આ નામ",Tech,Entertainment
"'કેસરી'નું શૂટિંગ પૂર્ણ,  ફિલ્મનાં સેટ પરથી રિલીઝ થઇ નવી તસવીરો",Entertainment,Entertainment
મુકેશ અંબાણીની સંપત્તિમાં બે દિવસમાં 94 અબજનો વધારો,Business,Business
"તૈમુરે સેલિબ્રેટ કરી નવરાત્રી, ટ્રેડીશનલ ડ્રેસમાં લાગી રહ્યો છે ક્યૂટ",Entertainment,Entertainment
"હડતાળથી જવેલરીનું હબ રાજકોટ માર્કેટમાં પડ્યો સોપો,20 કરોડનું દૈનિક ટર્ન ઓવર ઠપ",Business,Business
"રજનીકાંતની 'કાલા' મુશ્કેલીમાં, પ્રતિબંધ બાદ રૂ. 101 કરોડનો માનહાનિનો દાવો",Entertainment,Entertainment
"દેશભરમાં સરકારી પેટ્રોલિયમ કંપનીઓ ખોલશે 25,000 નવા પેટ્રોલ પંપ",Business,Tech
"હવે ટેનિસ સ્ટાર સાનિયા મિર્ઝાની બાયોપિક બનશે, કરી જાહેરાત",Entertainment,Entertainment
"TikTokને રૂ. 40.39 કરોડનો દંડ, આ યુઝર્સના Video થશે ડિલીટ",Tech,Tech
B'day: 20 વર્ષ બાદ આ ખાનદાનનો જમાઇ બની શકે છે તૈમૂર!,Entertainment,Entertainment
"2018માં અહીં રોકાણ કરો, 40 % રીટર્ન મળવાની સંભાવના",Business,Business
"હજુ સસ્તા થશે ઘર, બિલ્ડર્સ પર અંકુશ મૂકવા સરકારનો બીજો મોટો નિર્ણય",Business,Business
ભારતમાં લોન્ચ થઈ મારૂતિ સુઝુકીની Celerio X,Tech,Tech
"જિયોની પ્રાઇમ મેમ્બરશીપનું રજિસ્ટ્રેશન શરૂ, આવી રીતે બનો મેમ્બર",Business,Business
"આવી રીતે રદ કરો ટ્રેન ટિકિટ, પરત મળશે પુરા પૈસા",Business,Business
NPA માટે UPA સરકાર જવાબદાર : રઘુરામ રાજન,Business,Business
"આ ઓફરને એપ્લાય કરો અને રૂ.1,099માં ખરીદો Redmi Note 5 Pro",Tech,Tech
"Shocking: પ્રિયંકા છે અસ્થમાની દર્દી, આટલા વર્ષો બાદ થયો ખુલાસો",Entertainment,Entertainment
Red Hot! જુઓ તસવીરોમાં જેક્લિનનો રેમ્પ પર  જલવો,Entertainment,Entertainment
પગનું વેક્સિંગ ન કરાવવાને કારણે સ્કૂલમાં ટ્રોલ થતી હતી સની લિયોન,Entertainment,Entertainment
"બાળક સાથે નેહાની મારપાટી અને મસ્તીભર્યો ડાન્સ, વાયરલ",Entertainment,Entertainment
આ ગેજેટ્સ તમારી કારને બનાવી દેશે 'સ્માર્ટ',Business,Tech
"ESSARને ટેકઓવર કરશે આર્સેલર-મિત્તલ, 42,000 કરોડની ડિલ મંજૂર",Business,Tech
"બેંક હોમ લોન પર લઇ રહી છે વધુ વ્યાજ તો, જાણી લો ટ્રાન્સફરની પ્રોસેસ",Business,Business
'જમાઇ રાજા'ની સાસુનો સુપર બોલ્ડ અવતાર,Entertainment,Entertainment
"મોબાઇલમાં ફોટો એડિટિંગ એપ્સ વાપરનારા સાવધાન, 29 એપ્સ સૌથી ખતરનાક",Tech,Tech
"ઇન્ફોસિસ સીઓઓના પગાર વધારાથી નારાયણમૂર્તિ ખફા, કહ્યું-કર્મચારીઓમાં વધશે અવિશ્વાસ",Business,Entertainment
PHOTOS: મુકેશ અંબાણીનાં બિઝનેસ બંધુઓએ પણ આપ્યા આકાશ-શ્લોકાને આશીર્વાદ,Business,Entertainment
Budget 2019 : તસવીરોમાં જુઓ ખેડૂતો માટે શું મોટી જાહેરાત કરવામાં આવી,Business,Business
"આ ગર્મીઓમાં તમે કમાઈ શકો છો મહિને રૂ. 20 લાખ, સરકાર આપી રહી છે ટ્રેનિંગ",Business,Business
"સોના પરથી એક્સાઇઝ ડ્યૂટી હટવાના હાલ આસાર નથી, નાણામંત્રી સાથે ખાસ વાતચીત",Business,Business
માર્ક ઝકરબર્ગે તેમના સ્ટાફને iPhone ન વાપરવાનો કેમ કર્યો આદેશ?,Tech,Tech
"મબલક ઉત્પાદન થતા 50પૈસાના કિલો ટામેટા,ખેડૂતોને રડવાનો વારો",Business,Business
"OnePlus 7 બિલકુલ અલગ હશે સેલ્ફી કેમેરો, લીક થઇ તસવીર",Tech,Tech
એકસરખી કિંમતવાળા રેડમી 5A અને 6Aમાં છે મોટો તફાવત,Tech,Business
ગાડી ચલાવતી વખતે ફોન પર વાત કરશો તો થઈ જશે લાયન્સ રદ્દ,Tech,Tech
"ઓગસ્ટ 2013 પછી રૂપિયોમાં સૌથી મોટો ઘટાડો, 18 પૈસા ગગડ્યો",Business,Business
સિદ્ધાર્થ મલ્હોત્રાની બર્થ ડે પાર્ટી: સોનાક્ષી-જેક્લિન સહિતના સ્ટાર્સની ધમાલ મસ્તી,Entertainment,Entertainment
"'રાગિની MMS રિટર્ન્સ'ની એક્ટ્રેસ થઈ ટોપલેસ, જુઓ Pics",Entertainment,Entertainment
"બજેટ 2017: નાણામંત્રીની મધ્યમ વર્ગને મોટી રાહત, 5 લાખ સુધી માત્ર 5 ટકા ટેક્સ",Business,Business
હુમા કુરૈશીએ ખરીદી 65 લાખની કાર જુઓ તેનો અંદાજ,Entertainment,Entertainment
Trivia : જીન્સ પર સાડી પહેરીને ન્યૂઝ વાંચતા હતા સ્મિતા પાટિલ,Entertainment,Entertainment
"12,999નો Redmi Note5 Pro મળી રહ્યો છે માત્ર 999 રુપિયામાં !",Tech,Tech
"હવે તમારી કાર પણ બની જશે ઇલેક્ટ્રિક, આ કંપનીએ શરુ કર્યુ કીટ લગાવવાનું કામ",Tech,Business
"વર્ષ 1994માં બની હતી મિસ યુનિવર્સ, આજે પણ સુસ્મિતાએ જાળવી રાખી છે સુંદરતા",Entertainment,Entertainment
"RBI VS કેન્દ્રઃ ઉર્જિત પટેલ PMને મળ્યા, વિવાદના સમાધાન માટે બની ફોર્મ્યુલા",Business,Business
"પ્રિયંકા ચોપરાએ PM મોદી સાથે કરી મુલાકાત, શેર કરી તસવીર",Entertainment,Entertainment
"ગમે તેટલી કોશિશ કરી લો, આ 10 જગ્યા પર ક્યારે નહી આવે મોબાઈલમાં નેટવર્ક",Tech,Tech
"GST :આ અઠવાડિયે શું ખરીદવું અને શું નહી, અહી જાણો",Business,Business
"નવી દુલ્હન અનુષ્કાએ મનાવી પહેલી કડવા ચોથ, જુઓ તસવીર",Entertainment,Entertainment
"બાઇકમાં આવી રીતે લગાવો SIM કાર્ડ, કોઇ અડશે તો પણ ફોન પર આવી જશે એલર્ટ",Tech,Tech
જાણો કેટલી પ્રોપ્રટી છે વિરાટ-અનુષ્કા પાસે?,Business,Entertainment
HappyB'day બિપાશા: જુઓ તેની પહેલા ન જોયેલી તસવીરો,Entertainment,Entertainment
ખુશખબર! SBIએ વધાર્યા ફિક્સ ડિપોઝિટના વ્યાજ દર,Business,Business
"'તારક મહેતા..'થી તગડી કમાણી કરતા હતા ડો. હાથી, જાણો એપિસોડની ફી",Entertainment,Entertainment
PHOTOS: 'મોગલી'ની સ્ક્રિનિંગમાં ઉમટ્યા બોલિવૂડ સ્ટાર્સ,Entertainment,Entertainment
"રાજકોટઃ શાકભાજીના ભાવોમાં ધરખમ ઘટાડો,ગૃહિણીઓને થયો હાશકારો",Business,Business
"ખબર છે! સરકારે બેરોજગાર માટે બનાવ્યું છે પોર્ટલ, રજિસ્ટ્રેશન કરો અને મેળવો નોકરી",Business,Business
દેશની સૌથી મોટી ઓનલાઇન રિટેલ કંપની ફ્લિપકાર્ટના CEOએ કેમ આપ્યું રાજીનામું?,Business,Business
OMG ! ડાકુ બનીને કેમ ફરી રહ્યો છે અભિનેતા સુશાંત સિહ રાજપૂત?,Entertainment,Entertainment
"પતિની જીતમાં ખુશ થઇ પ્રિયંકા,  Instagram પર  KISS કરતો ફોટો કર્યો શેર",Entertainment,Entertainment
"બેંક સાથે લેવડદેવડમાં 150 રૂપિયા ચાર્જ થશે, જાણો સચ્ચાઇ શું છે?",Business,Business
"પ્રિયંકા-નિકના લગ્નની તસવીરો આવી સામે, બંને લાગે છે રાજા-રાણી જેવા",Entertainment,Entertainment
Photos: મુંબઇ એરપોર્ટ પર આરાધ્યા સાથે દેખાઈ ઐશ્વર્યા રાય બચ્ચન,Entertainment,Entertainment
કૌભાંડી નિરવ મોદીની નફ્ફટાઇ: 'હું નિર્દોષ છું; હું ભારત નહીં આવુ',Business,Business
SBI ગ્રાહકોને બેંક તરફથી આવી રહ્યાં છે આવા SMS તો થઇ જાઓ એલર્ટ,Business,Tech
ઘર ખરીદનારને મળશે મોટી Gift! મોદી સરકાર આવતા મહિને કરી શકે છે જાહેરાત,Business,Business
"ભારતની પહેલી ઇલેકટ્રીક બાઇક આવી સામે, એકવાર ચાર્જ થયા બાદ ચાલશે 100 કિમી",Tech,Tech
"'સિંબા' બન્યો રણવીર સિંઘ, 'દબંગ' અને 'સિંઘમ' બંન્નેને આપે છે ટક્કર",Entertainment,Entertainment
"નોટબંધી બાદ આ કંપની પર થઇ રહ્યો છે રૂપિયાનો વરસાદ, રોજ 120 કરોડની લેવડ-દેવડ",Business,Business
જયપુરમાં પાપડ વેચી રહ્યો છે રિતિક રોશન!,Entertainment,Business
"જ્યારે નરગિસ બોલી- 'ના, હું દિલીપ કુમારની મા નથી બની શકતી'",Entertainment,Entertainment
મૃત્યુનાં થોડા સમય પહેલાની શ્રીદેવીની ખુશહાલ તસવીરો,Entertainment,Entertainment
"તમારી બેંક કાર્ડની માહિતી વિદેશમાં થઇ રહી છે સ્ટોર, ખુલ્લેઆમ નિયમોનો ભંગ",Business,Business
જાણો છો ભારતમાં સૌથી વધારે કયો સાબુ વેચાય છે?,Business,Tech
"પ્રકૃતિનાં સંરક્ષણ માટે સોનમનો મોટો નિર્ણય, લગ્નમાં નહીં હોય આ ખાસ વસ્તુ!",Entertainment,Business
PHOTOS: વિનોદ ખન્નાને દાદા સાહેબ ફાળકે તો શ્રીદેવીને બેસ્ટ એક્ટ્રેસનો એવોર્ડ,Entertainment,Entertainment
"KBC 10 : પટાવાળાની નોકરીથી 'કરોડપતિ' સુધી, જાણીએ મહારાષ્ટ્રની સોનાલીની સફર",Entertainment,Entertainment
"જાણો, પ્રાઈવેટ પાર્ટીમાં ઠુમકા લગાવવા માટે કેટલા પૈસા લે છે સ્ટાર્સ!",Entertainment,Entertainment
"પ્રતિ લીટર રૂ. 4 સુધી સસ્તું થઈ શકે છે પેટ્રોલ અને ડીઝલ, સરકાર કરશે જાહેરાત",Business,Business
6 લાખ પશુપાલકોને થશે ફાયદોઃઅમૂલ દ્વારા દૂધના ખરીદ ભાવમાં રૂપિયા 10નો વધારો,Business,Business
રિલાયન્સ ઈન્ડસ્ટ્રીઝે ચોથા ક્વાર્ટરમાં રેકોર્ડબ્રેક નફો કર્યો,Business,Business
"રેપ પીડિતાને ન્યાય અપાવવાં સામાન્ય માણસ અને બોલિવૂડ સેલિબ્રિટીઝ થયા એક, જુઓ તસવીરો",Entertainment,Entertainment
રિલાયન્સનો શેર ખરીદનાર થયા માલામાલ! એક વર્ષમાં આપ્યો 40% નફો,Business,Business
"SBI મે મહિનાથી શરૂ કરશે આ નવી સર્વિસ, હવે ગ્રાહકોને સીધો મળશે ફાયદો!",Business,Tech
દેશના 50%થી વધુ ATMઆગામી માર્ચ મહિના સુધીમાં બંધ થઇ જશે : અહેવાલ,Business,Business
પતંજલિના રૂ.6000 કરોડના ફૂડપાર્કને UP સરકારની મંજૂરી,Business,Business
